status,runid,age,age_err,group,aliquot,sample,label_name
True,PrdcY,1215.8,8.5,1,0,,
True,PrdcO,1247.0,8.5,2,0,,
True,PdcmY,1236.9,6.5,3,0,,
True,PdcmO,1291.3,8.5,4,0,,
True,PBT,1264.1,5.0,5,0,,
True,CdM,1157.4,1.4,6,0,,
True,RDC,1206.8,2.1,7,0,,
True,DCM,1230.3,1.9,8,0,,
True,UBT,1231.8,0.6,9,0,,
