status,runid,age,age_err,group,aliquot,sample,label_name
True,UBT,1264.0,10.0,1,0,UBT,UBT
True,DCM,1264.0,21.0,2,0,DCM,DCM
True,RCM,1231.0,24.0,3,0,RCM,RCM
True,CdM,1236.0,17.0,4,0,CdM,CdM
