status,runid,age,age_err,group,aliquot,sample,label_name
True,CdM,1157.2,1.55,1,0,,
True,RCM,1199.0,2.9,2,0,,
True,BT,1232.0,0.5,3,0,,
False,DCM,1230.3,0.97,0,0,,
