status,runid,age,age_err,group,aliquot,sample,label_name
True,Qvsa1 (NMVC-46),562.7,0.55,0,0,,
True,Qvsa1 (NMVC-20),562.8,0.5,0,0,,
True,Qvsa2,557.4,0.6,0,0,,
True,Qvsa3,562.4,0.45,0,0,,
