status,runid,age,age_err,group,aliquot,sample,label_name
True,Qvclj,531.9,0.7,0,0,NMVC-42,Qvclj
True,Qvsm1,531.1,0.6,0,0,NMVC-51,Qvsm1
True,Qvsm2,534.8,0.45,0,0,NMVC-50,Qvsm2
True,Qvsm3,533.5,0.4,0,0,NMVC-48,Qvsm3
True,Qvsm4,529.3,0.65,0,0,NMVC-49,Qvsm4
