status,runid,age,age_err,group,aliquot,sample,label_name
True,Qvda1,1009.8,0.85,0,0,,
True,Qvda2,997.7,0.85,0,0,,
True,Qvda3,997.0,0.8,0,0,,
True,Qvda4,1000.9,0.75,0,0,,
